Year,Entity,Gini,Top_10_share,Bottom_50_share
2014,Poland,47.6921760317069,37.26,20.04
2015,Poland,48.1247594761598,37.78,19.84
2016,Poland,48.0519722615114,37.43,19.78
2017,Poland,47.6096597607807,37.1,20.03
2018,Poland,48.1861063723656,37.45,19.6
1997,Palestine,61.6969850164903,50.56,12.24
2005,Palestine,64.2532779897081,52.96,10.85
2006,Palestine,64.1879027021524,53.02,10.85
2007,Palestine,66.1319082992094,54.92,9.9
2008,Palestine,64.839500464003,53.83,10.59
2009,Palestine,63.6057279821447,52.78,11.24
2010,Palestine,64.2578240817251,52.72,10.62
2016,Palestine,61.4101305187784,50.06,12.22
1936,Portugal,,,
1937,Portugal,,,
1938,Portugal,,,
1939,Portugal,,,
1940,Portugal,,,
1941,Portugal,,,
1942,Portugal,,,
1943,Portugal,,,
1944,Portugal,,,
1945,Portugal,,,
1946,Portugal,,,
1947,Portugal,,,
1948,Portugal,,,
1949,Portugal,,,
1950,Portugal,,,
1951,Portugal,,,
1952,Portugal,,,
1953,Portugal,,,
1954,Portugal,,,
1955,Portugal,,,
1956,Portugal,,,
1957,Portugal,,,
1958,Portugal,,,
1959,Portugal,,,
1960,Portugal,,,
1961,Portugal,,,
1962,Portugal,,,
1963,Portugal,,,
1964,Portugal,,,
1965,Portugal,,,
1966,Portugal,,,
1967,Portugal,,,
1968,Portugal,,,
1969,Portugal,,,
1970,Portugal,,,
1971,Portugal,,,
1972,Portugal,,,
1973,Portugal,,,
1974,Portugal,,,
1975,Portugal,,,
1976,Portugal,,31.71,
1977,Portugal,,26.84,
1978,Portugal,,24.93,
1979,Portugal,,26.74,
1980,Portugal,40.9173559057764,28.26,22.54
1981,Portugal,40.2578110663669,27.93,22.91
1982,Portugal,43.1338706934159,30.84,21.44
1983,Portugal,42.9556120176465,30.73,21.7
1984,Portugal,44.2739132034484,31.76,20.85
1985,Portugal,44.8251275098211,32.46,20.61
1986,Portugal,44.682356963499394,32.49,20.72
1987,Portugal,44.6200273597128,32.39,20.75
1988,Portugal,45.100830001397604,32.81,20.49
1989,Portugal,45.1691704750148,32.91,20.48
1990,Portugal,44.7282145855534,33.17,20.94
1991,Portugal,45.684770127094495,34.18,20.36
1992,Portugal,46.6044356841178,34.77,19.79
1993,Portugal,48.4497537360479,36.06,18.61
1994,Portugal,49.5560361431454,36.33,17.7
1995,Portugal,49.422230481483396,36.67,17.94
1996,Portugal,48.5997096778886,36.2,18.51
1997,Portugal,49.194880849829694,37.02,18.36
1998,Portugal,48.7273049781871,36.88,18.75
1999,Portugal,49.2053201494562,37.63,18.65
2000,Portugal,49.1268934379397,37.45,18.6
2001,Portugal,51.2648386566678,39.38,17.39
2002,Portugal,50.2429617864516,38.06,17.81
2003,Portugal,49.8243824180085,37.52,18.0
2004,Portugal,51.4771915730192,39.37,17.28
2005,Portugal,50.6508786059384,38.79,17.79
2006,Portugal,51.440938503683896,39.62,17.25
2007,Portugal,51.286221525543,39.54,17.51
2008,Portugal,49.662404705698,38.06,18.45
2009,Portugal,48.9517273195402,37.47,18.81
2010,Portugal,49.399829489313404,37.94,18.64
2011,Portugal,49.7641877458923,38.27,18.46
2012,Portugal,48.291433043805796,36.67,19.09
2013,Portugal,49.4254751559641,37.25,18.33
2014,Portugal,49.266064175589904,37.32,18.5
2015,Portugal,49.0710507836205,37.17,18.62
2016,Portugal,49.0209831283018,37.3,18.78
2017,Portugal,49.0039400938429,37.64,18.94
2007,Qatar,65.82842927835199,52.44,9.27
2012,Qatar,66.2364131877482,53.78,9.46
1980,Romania,34.5587175450459,24.94,27.09
1981,Romania,34.5587175450459,24.94,27.09
1982,Romania,34.5587175450459,24.94,27.09
1983,Romania,34.5587175450459,24.94,27.09
1984,Romania,34.5587175450459,24.94,27.09
1985,Romania,34.5587175450459,24.94,27.09
1986,Romania,34.5587175450459,24.94,27.09
1987,Romania,34.5587175450459,24.94,27.09
1988,Romania,34.5587175450459,24.94,27.09
1989,Romania,34.5587175450459,24.94,27.09
1990,Romania,35.8351985568661,25.95,26.23
1991,Romania,37.226945859515496,27.49,25.61
1992,Romania,38.2481423219227,27.85,24.81
1993,Romania,40.1272940198306,30.07,23.94
1994,Romania,41.7394679420863,31.51,23.04
1995,Romania,47.8106172904617,37.01,19.58
1996,Romania,47.1356400218923,36.39,19.99
1997,Romania,48.1934223854267,37.57,19.5
1998,Romania,48.8211006963994,38.58,19.3
1999,Romania,47.5144075974573,36.8,19.8
2000,Romania,47.2665246155138,36.22,19.78
2001,Romania,47.1618274355702,35.58,19.59
2002,Romania,49.3005767415315,38.01,18.6
2003,Romania,52.432671520728704,41.1,16.97
2004,Romania,52.0583599233802,40.57,17.12
2005,Romania,53.177999366428,41.56,16.47
2006,Romania,53.2096939440031,41.36,16.35
2007,Romania,56.787289975771,45.26,14.66
2008,Romania,56.333209100282,45.11,15.03
2009,Romania,56.096453235251396,45.13,15.26
2010,Romania,51.8591070514397,40.17,17.08
2011,Romania,52.717638067580495,40.25,16.36
2012,Romania,54.02854662853041,42.14,16.0
2013,Romania,53.2714907157384,40.93,16.17
2014,Romania,54.691885201667404,42.69,15.58
2015,Romania,54.3578702365082,42.42,15.74
2016,Romania,50.9768724570073,38.67,17.24
2017,Romania,51.862409818745505,39.36,16.63
2018,Romania,54.1533599977285,40.93,15.2
1984,Serbia,44.0905212393815,32.41,20.84
1985,Serbia,42.637992359915,30.35,21.37
1986,Serbia,43.1329521185031,30.59,21.0
1987,Serbia,44.3349252116079,31.87,20.49
1988,Serbia,44.483814238132204,31.61,20.24
1989,Serbia,43.141510721466496,30.64,21.0
1998,Serbia,46.2670716144203,33.75,19.65
1999,Serbia,44.6034320865642,32.3,20.68
2000,Serbia,51.422632772121105,38.72,17.08
2013,Serbia,55.8978900722877,40.36,13.39
2014,Serbia,57.498687476794395,42.12,12.7
2015,Serbia,55.7870456075506,40.66,13.7
2016,Serbia,56.8281788907527,41.77,13.19
2017,Serbia,52.2590241554596,37.34,15.6
2018,Serbia,49.5584651903364,35.33,17.18
1905,Russia,57.7294657939611,47.83,15.06
1928,Russia,33.6667525098486,23.28,27.21
1934,Russia,36.2728401718743,25.66,25.73
1956,Russia,39.4312080109326,26.29,22.62
1959,Russia,39.5796553076733,26.91,23.25
1961,Russia,38.6065767365822,26.37,23.92
1964,Russia,36.8047320209876,25.36,25.18
1966,Russia,34.2782356588405,23.95,26.93
1968,Russia,31.3850824375275,22.33,28.95
1972,Russia,32.1880734720821,22.55,28.22
1976,Russia,31.8253467581867,22.24,28.46
1980,Russia,31.198177765169397,21.68,28.84
1985,Russia,32.6112115943533,23.24,28.18
1989,Russia,34.1719305174405,24.68,27.31
1990,Russia,32.5535896276179,23.95,28.37
1991,Russia,33.5506445045397,25.01,27.91
1992,Russia,43.5351718425831,32.45,21.67
1993,Russia,45.9436321354868,34.21,20.3
1994,Russia,53.655271435194194,40.29,15.53
1995,Russia,56.1854111647637,42.3,14.17
1996,Russia,63.433852911076706,48.32,9.9
1997,Russia,59.230730410122604,45.33,12.62
1998,Russia,56.3610812120643,43.44,14.56
1999,Russia,58.164423685754194,46.52,14.12
2000,Russia,60.142882689561404,49.17,13.43
2001,Russia,60.790582148291605,49.86,13.27
2002,Russia,59.3058932702775,48.05,13.75
2003,Russia,59.62596507554569,48.07,13.41
2004,Russia,58.917473692198996,47.8,13.89
2005,Russia,58.2646125493056,47.16,14.35
2006,Russia,59.6969508756104,49.04,13.76
2007,Russia,59.8158425759777,48.67,13.54
2008,Russia,61.211943904171996,51.6,13.11
2009,Russia,58.6251076271338,49.23,14.53
2010,Russia,54.910904824806295,45.21,16.46
2011,Russia,56.4876105682686,47.74,15.99
2012,Russia,54.6766805556679,45.18,16.63
2013,Russia,56.0877940730208,47.0,16.0
2014,Russia,54.3938017868399,45.02,16.85
2015,Russia,54.069285343224706,44.86,17.08
2016,Russia,54.3336897291979,45.3,17.02
2017,Russia,53.967571921259605,45.09,17.34
1984,Rwanda,50.7609315654039,40.13,18.09
2000,Rwanda,68.0772032264478,59.84,10.13
2005,Rwanda,70.7658176440646,62.87,9.01
2010,Rwanda,67.3376267757376,58.98,10.51
2013,Rwanda,65.5565449798587,56.97,11.33
2016,Rwanda,63.608087573911796,53.94,11.84
1980,Saudi Arabia,65.2669958431964,53.43,10.19
1981,Saudi Arabia,65.2669944578541,53.43,10.19
1982,Saudi Arabia,65.2669927523696,53.43,10.19
1983,Saudi Arabia,65.2670026302097,53.43,10.19
1984,Saudi Arabia,65.2669980318045,53.43,10.19
1985,Saudi Arabia,65.266994236665,53.43,10.19
1986,Saudi Arabia,65.267001751274,53.43,10.19
1987,Saudi Arabia,65.2669977407662,53.43,10.19
1988,Saudi Arabia,65.2669976476339,53.43,10.19
1989,Saudi Arabia,65.2670024031998,53.43,10.19
1990,Saudi Arabia,65.2669944811372,53.43,10.19
1991,Saudi Arabia,65.2669962739331,53.43,10.19
1992,Saudi Arabia,65.2669910527059,53.43,10.19
1993,Saudi Arabia,65.26699744972791,53.43,10.19
1994,Saudi Arabia,65.266991425235,53.43,10.19
1995,Saudi Arabia,65.2669970888404,53.43,10.19
1996,Saudi Arabia,65.2456613682894,53.39,10.2
1997,Saudi Arabia,65.2241216462983,53.35,10.2
1998,Saudi Arabia,65.2023779275027,53.31,10.2
1999,Saudi Arabia,65.2015727410443,53.29,10.19
2000,Saudi Arabia,65.2028795800092,53.28,10.18
2001,Saudi Arabia,65.2066554057036,53.27,10.16
2002,Saudi Arabia,65.2134289053578,53.26,10.15
2003,Saudi Arabia,65.2237968589141,53.25,10.13
2004,Saudi Arabia,65.23856188492661,53.25,10.11
2005,Saudi Arabia,65.2587489697673,53.26,10.08
2006,Saudi Arabia,65.3568469516252,53.38,10.04
2007,Saudi Arabia,65.464828430909,53.51,10.0
2008,Saudi Arabia,65.592719112167,53.72,9.98
2009,Saudi Arabia,65.7358451791815,53.95,9.96
2010,Saudi Arabia,65.4135018189272,53.58,10.14
2011,Saudi Arabia,65.0994293901519,53.23,10.32
2012,Saudi Arabia,64.7930715251142,52.9,10.5
2013,Saudi Arabia,64.4727404259783,52.51,10.68
2014,Saudi Arabia,64.6061132226869,52.64,10.62
2015,Saudi Arabia,64.49240505354939,52.67,10.72
2016,Saudi Arabia,64.32673045297011,52.62,10.84
2017,Saudi Arabia,64.1670873334284,52.57,10.96
2018,Saudi Arabia,64.013136393811,52.53,11.06
2019,Saudi Arabia,64.0131446779435,52.53,11.06
2020,Saudi Arabia,64.0131363926287,52.53,11.06
2021,Saudi Arabia,64.013144724629,52.53,11.06
1955,Seychelles,,,
1961,Seychelles,,,
1962,Seychelles,,,
1963,Seychelles,,,
1964,Seychelles,,,
1965,Seychelles,,,
1966,Seychelles,,,
1967,Seychelles,,,
1968,Seychelles,,,
1969,Seychelles,,,
1970,Seychelles,,,
1971,Seychelles,,,
1999,Seychelles,62.7474591620569,52.71,12.25
2006,Seychelles,62.5355121865347,52.09,12.13
2009,Sudan,54.3586954514537,42.51,15.54
2014,Sudan,55.370653372602895,45.04,15.77
1903,Sweden,,48.91,
1907,Sweden,,46.69,
1911,Sweden,,44.14,
1912,Sweden,,46.26,
1916,Sweden,,52.94,
1919,Sweden,,41.89,
1920,Sweden,,35.81,
1930,Sweden,,38.39,
1934,Sweden,,38.04,
1935,Sweden,,36.16,
1941,Sweden,,34.08,
1943,Sweden,,35.59,
1944,Sweden,,34.83,
1945,Sweden,,34.22,
1946,Sweden,,34.31,
1947,Sweden,,32.13,
1948,Sweden,,30.84,
1949,Sweden,,30.44,
1950,Sweden,,30.37,
1951,Sweden,,29.99,
1952,Sweden,,29.22,
1953,Sweden,,29.74,
1954,Sweden,,29.34,
1955,Sweden,,28.94,
1956,Sweden,,28.94,
1957,Sweden,,29.32,
1958,Sweden,,29.62,
1959,Sweden,,30.16,
1960,Sweden,,30.45,
1961,Sweden,,30.45,
1962,Sweden,,30.16,
1963,Sweden,,30.03,
1964,Sweden,,29.88,
1965,Sweden,,29.75,
1966,Sweden,,29.64,
1967,Sweden,,30.4,
1968,Sweden,,30.49,
1969,Sweden,,30.16,
1970,Sweden,,29.47,
1971,Sweden,,28.48,
1972,Sweden,,28.03,
1973,Sweden,,27.75,
1974,Sweden,,27.17,
1975,Sweden,,26.51,
1976,Sweden,,25.69,
1977,Sweden,,24.85,
1978,Sweden,,24.5,
1979,Sweden,,24.78,
1980,Sweden,35.3350536950767,25.6,26.59
1981,Sweden,35.005261529848404,25.6,26.95
1982,Sweden,35.9927985333122,26.7,26.53
1983,Sweden,36.3280502485558,27.03,26.36
1984,Sweden,37.2068778662076,28.4,26.14
1985,Sweden,37.1013206326012,28.2,26.14
1986,Sweden,37.0556613932649,28.05,26.08
1987,Sweden,37.0632379886885,28.14,26.16
1988,Sweden,37.5953945897557,28.82,25.96
1989,Sweden,36.9782879511078,28.05,26.18
1990,Sweden,35.7106297257022,26.55,26.73
1991,Sweden,36.4268052486391,27.16,26.27
1992,Sweden,36.0584301146407,26.79,26.45
1993,Sweden,36.9100703539686,27.7,26.06
1994,Sweden,39.5746349185849,30.58,24.84
1995,Sweden,40.0684905805683,31.49,24.79
1996,Sweden,39.434082170536996,30.67,24.98
1997,Sweden,40.518599044173,31.72,24.4
1998,Sweden,40.651910999090305,31.8,24.32
1999,Sweden,40.9117919716806,32.0,24.17
2000,Sweden,39.1996601984758,31.08,25.29
2001,Sweden,38.323993141796095,29.79,25.53
2002,Sweden,38.530633892048996,30.16,25.5
2003,Sweden,39.5808571668805,31.24,25.03
2004,Sweden,40.098825158411,31.84,24.86
2005,Sweden,41.1474024997666,32.64,24.2
2006,Sweden,42.0863277481153,33.78,23.82
2007,Sweden,42.0243950399396,33.02,23.55
2008,Sweden,41.325335467398396,31.93,23.74
2009,Sweden,40.5212503197116,30.49,23.78
2010,Sweden,42.121909048384495,31.63,22.78
2011,Sweden,41.4743939802207,31.13,23.14
2012,Sweden,39.395716030327996,29.99,24.55
2013,Sweden,39.588599225862,30.06,24.43
2014,Sweden,40.128341952585004,30.26,23.99
2015,Sweden,40.9895816178064,31.09,23.53
2016,Sweden,39.3694917754921,29.33,24.3
2017,Sweden,40.071576437904,30.27,24.08
1947,Singapore,,,
1948,Singapore,,,
1949,Singapore,,,
1950,Singapore,,,
1951,Singapore,,,
1952,Singapore,,,
1953,Singapore,,,
1954,Singapore,,,
1956,Singapore,,,
1957,Singapore,,,
1958,Singapore,,,
1959,Singapore,,,
1960,Singapore,,,
1961,Singapore,,,
1962,Singapore,,,
1963,Singapore,,,
1964,Singapore,,,
1965,Singapore,,,
1966,Singapore,,,
1967,Singapore,,,
1968,Singapore,,,
1969,Singapore,42.8403095349524,32.89,22.57
1970,Singapore,44.1021094207226,34.22,21.9
1971,Singapore,43.837978844526795,33.93,22.03
1972,Singapore,44.6745240613801,34.81,21.58
1973,Singapore,44.475402718934,34.65,21.75
1974,Singapore,44.2281049946389,34.31,21.8
1975,Singapore,44.8915711394134,35.0,21.43
1976,Singapore,44.8025714217687,34.89,21.45
1977,Singapore,43.9889745588828,34.0,21.87
1978,Singapore,45.067934112288896,35.16,21.28
1979,Singapore,47.0609424586443,37.43,20.27
1980,Singapore,45.3859889176565,35.53,21.14
1981,Singapore,45.4526660322476,35.61,21.12
1982,Singapore,46.2454012623905,36.49,20.7
1983,Singapore,45.4567744883147,35.6,21.1
1984,Singapore,45.0067378627185,35.09,21.32
1985,Singapore,46.6640474588239,36.96,20.46
1986,Singapore,46.078200297926095,36.28,20.73
1987,Singapore,48.064765574343696,38.53,19.77
1988,Singapore,46.5196615375449,36.79,20.52
1989,Singapore,47.0628067414253,37.43,20.28
1990,Singapore,47.2960129462321,37.66,20.13
1991,Singapore,45.6750399563362,35.84,20.93
1992,Singapore,45.3808855629467,35.45,21.11
1993,Singapore,45.3656045909122,35.41,21.13
1994,Singapore,43.686415531989894,33.6,22.03
1995,Singapore,43.5891843535468,33.45,22.05
1996,Singapore,45.9374029923522,35.11,20.51
1997,Singapore,46.012324086524195,35.16,20.5
1998,Singapore,47.637599840707004,37.04,19.67
1999,Singapore,50.513476636134904,40.55,18.32
2000,Singapore,51.57468058838231,41.99,17.87
2001,Singapore,55.0576354552892,46.4,16.35
2002,Singapore,54.730394470937505,46.15,16.55
2003,Singapore,53.44433088332799,44.71,17.14
2004,Singapore,51.5858545229212,42.5,18.08
2005,Singapore,50.609957194124,41.67,18.69
2006,Singapore,51.8681172342206,42.96,18.04
2007,Singapore,51.194469225710705,41.93,18.34
2008,Singapore,54.8961039327718,46.74,16.58
2009,Singapore,53.2758459858852,44.8,17.28
2010,Singapore,52.259116096922796,43.36,17.73
2011,Singapore,53.5536594277961,45.12,17.13
2012,Singapore,53.4454051679051,44.97,17.15
2013,Singapore,53.708633583214,45.26,17.02
1992,Slovenia,34.191883760991196,23.57,26.68
1993,Slovenia,38.6552710486493,26.65,23.72
1994,Slovenia,36.8751028966664,26.11,25.15
1995,Slovenia,39.7307632316693,28.02,23.26
1996,Slovenia,40.3801918627195,28.82,23.02
1997,Slovenia,39.755627585292004,28.84,23.6
1998,Slovenia,40.402962303483704,28.97,23.11
1999,Slovenia,41.1602780935368,30.01,22.86
2000,Slovenia,40.3053188595718,29.0,23.21
2001,Slovenia,40.058606418969,28.67,23.31
2002,Slovenia,40.5543129884324,29.23,23.09
2003,Slovenia,41.455835591963705,30.14,22.65
2004,Slovenia,41.442543512852495,30.18,22.67
2005,Slovenia,41.7903203193736,30.27,22.32
2006,Slovenia,41.9694966992247,30.31,22.19
2007,Slovenia,41.8405299250729,30.37,22.4
2008,Slovenia,41.7601538228544,30.41,22.47
2009,Slovenia,41.2297914927601,29.78,22.72
2010,Slovenia,41.4551077795249,29.85,22.56
2011,Slovenia,40.8361801778081,29.26,22.91
2012,Slovenia,41.485860611228595,29.47,22.36
2013,Slovenia,41.3796314797957,29.3,22.4
2014,Slovenia,41.8437073594871,29.96,22.23
2015,Slovenia,41.0456287691337,29.02,22.55
2016,Slovenia,41.2724896476806,29.39,22.49
2017,Slovenia,40.921600012946705,29.47,22.85
2018,Slovenia,40.7669040054973,29.6,23.07
1980,Slovakia,34.1445109459901,22.91,26.22
1985,Slovakia,32.507641378207204,22.42,27.81
1988,Slovakia,33.4150745971722,23.38,27.31
1997,Slovakia,36.594531112671405,25.92,25.44
1998,Slovakia,37.7359700973864,26.94,24.82
1999,Slovakia,38.4783125193863,27.91,24.55
2000,Slovakia,38.6242023941699,27.89,24.37
2001,Slovakia,40.056670998841795,29.51,23.7
2002,Slovakia,40.2442554998505,29.66,23.57
2003,Slovakia,39.656415805399796,28.98,23.84
2004,Slovakia,42.370908888695205,31.16,22.33
2005,Slovakia,41.6114312672779,30.79,22.75
2006,Slovakia,41.8447972205591,31.15,22.63
2007,Slovakia,41.4697434082331,30.81,22.8
2008,Slovakia,40.6583892490534,29.98,23.32
2009,Slovakia,40.0734685509313,29.86,23.97
2010,Slovakia,42.0906384193295,32.07,23.05
2011,Slovakia,40.752689699131004,30.38,23.48
2012,Slovakia,40.2368723802159,29.79,23.88
2013,Slovakia,42.3035149793812,32.85,23.17
2014,Slovakia,39.517426773345896,30.17,24.6
2015,Slovakia,40.9967022009198,31.7,23.89
2016,Slovakia,39.2548988486386,29.46,24.49
2017,Slovakia,37.7925138086624,27.47,24.95
2018,Slovakia,38.5445996886141,27.5,24.15
1989,Sierra Leone,74.20238244052369,59.37,3.52
2003,Sierra Leone,59.5682720473317,48.98,13.31
2011,Sierra Leone,54.182902740942794,42.95,15.92
2018,Sierra Leone,57.1072694939046,47.0,14.99
1991,Senegal,70.79160884298969,61.04,8.06
1994,Senegal,61.9927479230469,52.13,12.69
2001,Senegal,61.7879435827046,51.82,12.64
2005,Senegal,58.168831918353405,46.77,13.75
2011,Senegal,58.92050759830511,47.71,13.38
2017,Somalia,55.7726610128116,44.06,14.94
2009,South Sudan,62.1749937036952,49.39,10.97
2016,South Sudan,61.6076621584966,50.01,11.91
2000,Sao Tome and Principe,51.7048380339091,39.69,16.84
2010,Sao Tome and Principe,50.9041617993925,39.38,17.5
2002,El Salvador,67.3133118177772,50.93,6.79
2003,El Salvador,65.2165933305869,49.33,8.11
2004,El Salvador,65.4946814931502,50.11,8.29
2005,El Salvador,68.12935981714861,52.43,6.77
2006,El Salvador,65.2952773855026,50.0,8.37
2007,El Salvador,66.0641709530642,51.36,8.27
2008,El Salvador,65.6300514816224,50.73,8.34
2009,El Salvador,65.195980592961,50.1,8.41
2010,El Salvador,63.511351044591905,47.24,8.76
2011,El Salvador,62.9802171735238,46.85,9.14
2012,El Salvador,62.449344832662504,46.46,9.52
2013,El Salvador,66.3309661790958,52.42,8.67
2014,El Salvador,65.6655699864239,50.91,8.52
2015,El Salvador,63.1129325808522,46.95,8.95
2016,El Salvador,64.1673239673894,48.13,8.67
2017,El Salvador,61.7721993658499,44.61,9.32
2018,El Salvador,59.999325242429805,42.11,9.92
1996,Syria,63.587375496813806,53.46,11.8
2003,Syria,64.5774792756718,54.22,11.13
2004,Syria,65.1421884024593,54.25,10.53
1994,Eswatini,75.75267090482501,67.68,6.45
2000,Eswatini,70.8489433190898,62.22,8.46
2009,Eswatini,67.99189643927829,57.28,8.96
2016,Eswatini,70.4675405304577,59.88,7.86
2002,Chad,59.0339058259731,47.74,13.32
2003,Chad,59.033898507814996,47.74,13.32
2011,Chad,60.9383072188905,49.3,12.3
2006,Togo,60.982907518788195,49.59,12.35
2011,Togo,63.38803136502909,51.44,10.85
2015,Togo,60.375439984629,47.98,12.22
1981,Thailand,66.8799346444295,55.97,9.66
1989,Thailand,67.2864637315826,56.83,9.7
1990,Thailand,67.5220460365196,57.06,9.56
1991,Thailand,68.3627244987818,58.03,9.15
1992,Thailand,69.0553427934248,58.83,8.81
1993,Thailand,67.6796239813747,57.32,9.48
1994,Thailand,66.5131486059231,56.03,10.04
1995,Thailand,66.1460737311693,55.57,10.2
1996,Thailand,65.8732034159932,55.23,10.32
1997,Thailand,65.0130362906062,54.0,10.55
1998,Thailand,64.2204920717152,52.86,10.76
1999,Thailand,65.6061369617014,54.69,10.28
2000,Thailand,65.81484371097869,54.71,10.12
2001,Thailand,68.1001220010529,56.17,8.6
2002,Thailand,65.8348125060201,54.86,10.16
2003,Thailand,67.3090605404504,56.58,9.55
2004,Thailand,65.6182837471462,55.19,10.6
2005,Thailand,65.456877083377,54.87,10.58
2006,Thailand,65.217998870591,54.52,10.64
2007,Thailand,64.6874441436267,54.17,11.0
2008,Thailand,64.8730379209582,55.34,11.34
2009,Thailand,63.5652977597864,53.1,11.61
2010,Thailand,64.7090341472619,55.31,11.47
2011,Thailand,63.659537000574296,53.77,11.82
2012,Thailand,64.1783214609305,54.59,11.64
2013,Thailand,61.9555514067763,51.78,12.52
2014,Thailand,62.524278811768895,52.92,12.48
2015,Thailand,60.4362232123705,50.29,13.38
2016,Thailand,60.987842864701506,50.72,13.07
2017,Thailand,60.515169931577596,50.13,13.23
2018,Thailand,60.03707484465009,49.49,13.38
2019,Thailand,59.1998205286117,48.79,13.89
1999,Tajikistan,49.6099350417756,38.12,18.34
2003,Tajikistan,53.929824281396,41.8,15.87
2004,Tajikistan,53.8446912157866,42.15,15.99
2007,Tajikistan,52.647327079073804,41.43,16.99
2009,Tajikistan,53.058340504816606,40.72,16.32
2015,Tajikistan,52.4981221215956,40.72,16.7
2001,Timor,58.853365347295,46.3,13.14
2007,Timor,52.28798014441271,40.24,16.84
2014,Timor,52.9566542905769,41.3,16.71
1998,Turkmenistan,59.7139709781501,47.99,13.09
1946,Tunisia,,,
1947,Tunisia,,,
1948,Tunisia,,,
1952,Tunisia,,,
1953,Tunisia,,,
1954,Tunisia,,,
1955,Tunisia,,,
1956,Tunisia,,,
1985,Tunisia,62.4067215753421,51.55,11.88
1990,Tunisia,58.866457815475606,47.01,13.46
1995,Tunisia,60.6869451237255,49.0,12.5
2000,Tunisia,60.1073107538866,48.8,12.9
2005,Tunisia,56.7939624397102,45.55,14.51
2010,Tunisia,54.5749504704552,42.77,15.44
2015,Tunisia,52.7589989566753,41.37,16.61
1987,Turkey,67.8729882727112,59.68,10.5
1994,Turkey,63.6652089676609,54.72,12.14
2003,Turkey,62.9889185256861,54.57,12.73
2004,Turkey,61.6411158061272,52.71,13.26
2005,Turkey,59.4491574358495,50.2,14.17
2006,Turkey,58.3235469028949,49.22,14.8
2007,Turkey,57.686521907828904,48.38,15.03
2008,Turkey,58.5262790593127,49.56,14.75
2009,Turkey,60.136998445033996,51.27,13.98
2010,Turkey,59.2966686875068,50.77,14.61
2011,Turkey,59.455212536357905,51.01,14.52
2012,Turkey,59.5319658384536,51.05,14.52
2013,Turkey,58.5599708809584,50.51,15.13
2014,Turkey,59.3292565607342,51.37,14.43
2015,Turkey,59.908171413927406,52.08,14.2
2016,Turkey,60.7026773940873,52.39,13.92
2017,Turkey,61.2336268916753,53.17,13.81
2018,Turkey,61.3675061871977,53.2,13.68
1977,Taiwan,,34.37,
1978,Taiwan,,34.4,
1979,Taiwan,,34.58,
1980,Taiwan,47.218667601082096,34.78,18.73
1981,Taiwan,47.2240686641911,34.92,18.73
1982,Taiwan,48.6649473764871,35.45,17.61
1983,Taiwan,48.5720736604449,35.48,17.71
1984,Taiwan,48.9000781986114,35.41,17.37
1985,Taiwan,50.106940270976,36.33,16.64
1986,Taiwan,49.4444350183009,35.74,17.0
1987,Taiwan,49.8409917039339,36.16,16.83
1988,Taiwan,49.104928458886796,35.93,17.42
1989,Taiwan,49.992346814057896,36.54,16.87
1990,Taiwan,50.6669570942975,37.03,16.44
1991,Taiwan,51.1175851576866,37.57,16.26
1992,Taiwan,50.4776401847721,36.71,16.47
1993,Taiwan,51.153219541787095,36.67,15.83
1994,Taiwan,52.040577577730595,38.05,15.6
1995,Taiwan,52.7700829072884,38.74,15.21
1996,Taiwan,53.184918317695896,38.34,14.66
1997,Taiwan,53.72707535405969,38.89,14.4
1998,Taiwan,54.6999561649699,39.83,13.91
1999,Taiwan,55.2453961992981,40.53,13.7
2000,Taiwan,56.5630922325454,41.81,13.06
2001,Taiwan,59.069688398057,44.0,11.76
2002,Taiwan,59.032259522877,43.85,11.7
2003,Taiwan,60.5004022749881,45.79,11.2
2004,Taiwan,60.56339645336381,46.09,11.23
2005,Taiwan,61.6471566649778,46.63,10.49
2006,Taiwan,61.665767506352196,46.14,10.24
2007,Taiwan,62.05989898644761,46.75,10.13
2008,Taiwan,60.61552696626789,44.87,10.66
2009,Taiwan,60.7847939834471,46.07,11.0
2010,Taiwan,62.631603050269305,48.26,10.26
2011,Taiwan,61.9591241550125,47.36,10.48
2012,Taiwan,61.091812308291104,46.97,11.12
2013,Taiwan,60.9585986380921,47.08,11.27
2014,Taiwan,62.66505418359431,49.3,10.72
2015,Taiwan,61.0296937452517,47.32,11.29
2016,Taiwan,62.2833918181385,49.1,10.92
2017,Taiwan,60.8588788631522,48.12,11.79
1948,Tanzania,,,
1949,Tanzania,,,
1950,Tanzania,,,
1951,Tanzania,,,
1952,Tanzania,,,
1953,Tanzania,,,
1954,Tanzania,,,
1955,Tanzania,,,
1956,Tanzania,,,
1957,Tanzania,,,
1958,Tanzania,,,
1959,Tanzania,,,
1960,Tanzania,,,
1961,Tanzania,,,
1962,Tanzania,,,
1963,Tanzania,,,
1964,Tanzania,,,
1965,Tanzania,,,
1966,Tanzania,,,
1967,Tanzania,,,
1968,Tanzania,,,
1969,Tanzania,,,
1970,Tanzania,,,
1991,Tanzania,54.570518086111896,43.13,15.77
2000,Tanzania,56.6399330559221,45.42,14.65
2007,Tanzania,59.957735633255304,49.49,13.33
2011,Tanzania,58.8485608584385,48.82,14.13
2014,Tanzania,60.0515687358445,50.09,13.54
2017,Tanzania,61.2526844686027,51.37,12.95
