Year,Entity,Gini_posttax_dis,Gini_posttax_nat,Gini_pretax,Top_10_share_posttax_dis,Top_10_share_posttax_nat,Top_10_share_pretax,Bottom_50_share_posttax_dis,Bottom_50_share_posttax_nat,Bottom_50_share_pretax
2008,Afghanistan,,,52.4523890288169,,,41.94,,,17.16
2012,Afghanistan,,,49.2655841152544,,,38.76,,,19.0
2017,Afghanistan,,,51.5393122176032,,,41.010000000000005,,,17.79
1996,Albania,44.3677878977831,41.414439869780004,46.762983546215494,29.97,28.65,32.57,20.11,22.1,18.8
2002,Albania,45.7921484827258,42.288218285183,48.169804657594604,31.130000000000003,29.51,33.64,19.19,21.54,17.96
2005,Albania,45.0607962239929,41.5015832468348,47.4481877113181,30.630000000000003,29.0,33.12,19.71,22.1,18.43
2008,Albania,44.9408555750216,41.2779737904676,47.2131626400237,30.53,28.860000000000003,33.07,19.77,22.23,18.59
2012,Albania,44.8045082865738,40.9757319508619,46.7515321284942,30.91,29.12,33.0,20.0,22.56,19.05
2015,Albania,45.4366824595269,41.710782167956,49.3067210753804,31.790000000000003,30.01,35.23,19.69,22.17,17.61
2016,Albania,46.1120992503945,42.2333681722573,50.504972333087395,31.98,30.14,35.78,18.92,21.53,16.48
2017,Albania,45.4115623481543,41.6193770812103,49.776038364733196,31.57,29.770000000000003,35.45,19.43,21.98,17.06
2018,Albania,44.7469071268173,41.062778446801005,49.1265798578301,31.06,29.33,35.03,19.88,22.36,17.49
1932,Algeria,,,,,,,,,
1933,Algeria,,,,,,,,,
1934,Algeria,,,,,,,,,
1935,Algeria,,,,,,,,,
1936,Algeria,,,,,,,,,
1937,Algeria,,,,,,,,,
1938,Algeria,,,,,,,,,
1939,Algeria,,,,,,,,,
1940,Algeria,,,,,,,,,
1941,Algeria,,,,,,,,,
1946,Algeria,,,,,,,,,
1947,Algeria,,,,,,,,,
1948,Algeria,,,,,,,,,
1949,Algeria,,,,,,,,,
1950,Algeria,,,,,,,,,
1951,Algeria,,,,,,,,,
1952,Algeria,,,,,,,,,
1953,Algeria,,,,,,,,,
1954,Algeria,,,,,,,,,
1955,Algeria,,,,,,,,,
1957,Algeria,,,,,,,,,
1988,Algeria,,,60.861156970144506,,,51.09,,,13.27
1995,Algeria,,,54.793733280902,,,42.81,,,15.340000000000002
2011,Algeria,,,48.798551142830995,,,38.080000000000005,,,19.02
1995,Angola,,,68.2465771714575,,,58.03,,,9.15
2000,Angola,,,68.2465814322583,,,58.03,,,9.15
2008,Angola,,,60.9367853161926,,,49.32,,,12.23
2018,Angola,,,68.559671704061,,,58.01,,,9.04
1932,Argentina,,,,,,,,,
1933,Argentina,,,,,,,,,
1934,Argentina,,,,,,,,,
1935,Argentina,,,,,,,,,
1936,Argentina,,,,,,,,,
1937,Argentina,,,,,,,,,
1938,Argentina,,,,,,,,,
1939,Argentina,,,,,,,,,
1940,Argentina,,,,,,,,,
1941,Argentina,,,,,,,,,
1942,Argentina,,,,,,,,,
1943,Argentina,,,,,,,,,
1944,Argentina,,,,,,,,,
1945,Argentina,,,,,,,,,
1946,Argentina,,,,,,,,,
1947,Argentina,,,,,,,,,
1948,Argentina,,,,,,,,,
1949,Argentina,,,,,,,,,
1950,Argentina,,,,,,,,,
1951,Argentina,,,,,,,,,
1952,Argentina,,,,,,,,,
1953,Argentina,,,,,,,,,
1954,Argentina,,,,,,,,,
1956,Argentina,,,,,,,,,
1958,Argentina,,,,,,,,,
1959,Argentina,,,,,,,,,
1961,Argentina,,,,,,,,,
2001,Argentina,,61.275055244918995,66.0888058980976,,47.46,50.54,,10.86,7.85
2002,Argentina,,62.5594676971955,66.6747022604395,,49.18,51.580000000000005,,10.41,7.79
2003,Argentina,,58.7883090370058,61.8951946441495,,45.85,47.99,,12.71,10.96
2004,Argentina,,57.1681982506841,60.244077391605,,44.27,46.24,,13.55,11.78
2005,Argentina,,56.00922068506819,59.255115439639404,,42.66,44.64,,14.02,12.09
2006,Argentina,,54.5060413263433,57.9356202747084,,41.33,43.49,,14.760000000000002,12.73
2007,Argentina,,55.349857682804206,58.7504250234598,,43.11,45.31,,14.85,12.86
2008,Argentina,,55.50009460466379,58.64837204950069,,43.94,45.440000000000005,,15.010000000000002,13.06
2009,Argentina,,52.5883650976294,56.8986677963753,,39.82,42.39,,15.78,13.22
2010,Argentina,,52.8696713097521,57.0942913625752,,41.21,43.63,,16.21,13.64
2011,Argentina,,50.721696720142894,55.481900045231,,39.26,42.05,,17.36,14.43
2012,Argentina,,48.6850438088722,53.6660613174198,,36.11,39.05,,18.0,14.95
2013,Argentina,,48.957375373926496,54.1737712518808,,36.77,40.13,,17.97,14.87
2014,Argentina,,50.984577455926306,55.9397848719031,,38.3,41.35,,16.8,13.83
2015,Argentina,,51.49833368112709,56.288186944950304,,39.82,43.24,,16.900000000000002,14.45
2016,Argentina,,52.0120873500702,56.671474522031495,,41.34,45.29,,17.01,15.13
2017,Argentina,,52.5258413373779,58.1354113310097,,42.86,46.41,,17.119999999999997,13.76
2018,Argentina,,53.6127302679913,58.6629653950498,,43.86,46.85,,16.53,13.46
1996,Armenia,,,58.842226078120795,,,46.77,,,13.48
1999,Armenia,,,55.2911803744848,,,44.17,,,15.68
2002,Armenia,,,53.526513685688904,,,42.91,,,16.84
2003,Armenia,,,52.679757944448404,,,42.55,,,17.53
2004,Armenia,,,55.557885030715006,,,45.67,,,16.14
2005,Armenia,,,54.878909431526104,,,45.0,,,16.48
2006,Armenia,,,48.4885356993523,,,37.77,,,19.32
2007,Armenia,,,49.6552854209103,,,38.41,,,18.56
2008,Armenia,,,48.113927882865696,,,36.96,,,19.33
2009,Armenia,,,47.4680356055828,,,36.370000000000005,,,19.74
2010,Armenia,,,49.8014068033392,,,39.12,,,18.78
2011,Armenia,,,48.2049842063567,,,37.29,,,19.48
2012,Armenia,,,48.179293089735594,,,37.7,,,19.63
2013,Armenia,,,48.938826229422,,,37.99,,,19.06
2014,Armenia,,,49.9119021007033,,,39.16,,,18.57
2015,Armenia,,,51.1253043202704,,,40.56,,,18.03
2016,Armenia,,,51.5597946715879,,,39.83,,,17.36
2017,Armenia,,,53.8975675509633,,,43.5,,,16.830000000000002
2018,Armenia,,,53.986422609656906,,,43.74,,,16.74
1912,Australia,,,55.8610328758846,,,42.58,,,14.24
1913,Australia,,,53.387297273510406,,,39.14,,,15.07
1914,Australia,,,51.7152301412921,,,36.83,,,15.63
1915,Australia,,,50.1552583874563,,,34.67,,,16.150000000000002
1916,Australia,,,46.6105147903505,,,29.9,,,17.32
1917,Australia,,,47.2431813252093,,,30.69,,,17.11
1918,Australia,,,47.6439409456098,,,31.230000000000004,,,16.98
1919,Australia,,,55.623587911789194,,,42.24,,,14.32
1920,Australia,,,49.76245882971,,,34.14,,,16.28
1921,Australia,,,53.235121375602304,,,38.940000000000005,,,15.12
1922,Australia,,,50.95363968769529,,,35.79,,,15.88
1923,Australia,,,53.528274495065595,,,39.35,,,15.02
1924,Australia,,,53.442700982552104,,,39.21,,,15.06
1925,Australia,,,52.531869009224195,,,37.96,,,15.36
1926,Australia,,,51.950201428135,,,37.15,,,15.55
1927,Australia,,,53.3019003112649,,,39.04,,,15.1
1928,Australia,,,53.8447976926946,,,39.77,,,14.92
1929,Australia,,,50.927931835808906,,,35.75,,,15.89
1930,Australia,,,48.6986383174404,,,32.690000000000005,,,16.63
1931,Australia,,,47.7043279355378,,,31.33,,,16.950000000000003
1932,Australia,,,47.5493315523814,,,31.12,,,17.0
1933,Australia,,,50.1197709847922,,,34.64,,,16.16
1934,Australia,,,50.19281220648541,,,34.74,,,16.14
1935,Australia,,,50.598176816842496,,,35.3,,,16.0
1936,Australia,,,52.3560350265228,,,37.73,,,15.409999999999998
1937,Australia,,,48.8685215189179,,,32.93,,,16.57
1938,Australia,,,50.21958979878251,,,34.78,,,16.13
1939,Australia,,,51.0298905243268,,,35.9,,,15.86
1940,Australia,,,49.9999032610354,,,34.48,,,16.2
1941,Australia,,,51.0789753614972,,,35.980000000000004,,,15.840000000000002
1942,Australia,,,50.643759686092004,,,35.39,,,15.98
1943,Australia,,,50.7057718425518,,,35.480000000000004,,,15.96
1944,Australia,,,48.3269058298822,,,32.24,,,16.74
1945,Australia,,,46.4738021828371,,,29.7,,,17.349999999999998
1946,Australia,,,48.6543963149074,,,32.68,,,16.63
1947,Australia,,,49.8883425516318,,,34.34,,,16.23
1948,Australia,,,49.669224284251904,,,34.03,,,16.3
1949,Australia,,,49.8880769670045,,,34.300000000000004,,,16.23
1950,Australia,,,49.2502531971841,,,33.83,,,16.32
1951,Australia,,,43.5959397161689,,,27.85,,,17.78
1952,Australia,,,43.226329910690595,,,27.46,,,17.87
1953,Australia,,,43.04742490722,,,27.23,,,17.919999999999998
1954,Australia,,,42.711284662140095,,,26.73,,,18.05
1955,Australia,,,42.464921035924704,,,26.36,,,18.15
1956,Australia,,,42.6391292464616,,,26.63,,,18.08
1957,Australia,,,40.9064180676311,,,24.74,,,18.52
1958,Australia,,,46.8681999249836,,,30.3,,,17.22
1959,Australia,,,45.5914062375108,,,28.55,,,17.64
1960,Australia,,,45.434192071516996,,,28.34,,,17.69
1961,Australia,,,45.547120555348094,,,28.360000000000003,,,17.59
1962,Australia,,,46.025927146350796,,,28.87,,,17.37
1963,Australia,,,46.3126826594413,,,29.26,,,17.28
1964,Australia,,,45.617992709970004,,,28.59,,,17.630000000000003
1965,Australia,,,45.3351739187151,,,28.24,,,17.73
1966,Australia,,,44.5908741108769,,,27.37,,,18.04
1967,Australia,,,44.7741562034766,,,27.6,,,17.98
1968,Australia,,,44.447480220581,,,27.28,,,18.14
1969,Australia,,,44.007719327561205,,,26.93,,,18.4
1970,Australia,,,43.749613571123405,,,26.62,,,18.5
1971,Australia,,,44.2714855503826,,,26.91,,,18.13
1972,Australia,,,43.820176057495004,,,26.57,,,18.4
1973,Australia,,,43.0282133318729,,,25.88,,,18.83
1974,Australia,,,42.0731731011028,,,24.77,,,19.21
1975,Australia,,,41.6240269059463,,,24.08,,,19.31
1976,Australia,,,41.285984570834,,,23.77,,,19.48
1977,Australia,,,41.38244034763,,,23.86,,,19.45
1978,Australia,,,41.2299090267628,,,23.71,,,19.53
1979,Australia,,,41.560210902844304,,,24.12,,,19.41
1980,Australia,,,41.8851173410195,,,24.45,,,19.25
1981,Australia,,,41.8885834578871,,,24.36,,,19.21
1982,Australia,,,42.566762839336704,,,24.82,,,18.8
1983,Australia,,,41.98355769636,,,24.38,,,19.13
1984,Australia,,,42.1656474409751,,,24.82,,,19.16
1985,Australia,,,42.6776199749684,,,25.31,,,18.91
1986,Australia,,,43.4399137851146,,,26.05,,,18.54
1987,Australia,,,44.995988736478196,,,27.78,,,17.86
1988,Australia,,,46.2656877345854,,,29.48,,,17.45
1989,Australia,,,44.306560742091996,,,27.36,,,18.32
1990,Australia,,,43.8550458048646,,,26.71,,,18.45
1991,Australia,,30.6260193594041,44.6396961409123,,23.42,27.22,,29.04,17.94
1992,Australia,,29.870282233120697,44.9281935371115,,22.95,27.63,,29.62,17.849999999999998
1993,Australia,,30.719623322967298,45.3540099396387,,23.68,28.19,,29.14,17.71
1994,Australia,,30.453971635139997,45.729124389250906,,23.78,28.64,,29.44,17.560000000000002
1995,Australia,,30.1103718840889,45.3372424781126,,23.92,28.2,,29.64,17.73
1996,Australia,,29.594172290376196,44.9095257775714,,23.79,27.860000000000003,,30.06,17.98
1997,Australia,,28.884841441591604,45.7836840464584,,23.04,28.7,,30.380000000000003,17.53
1998,Australia,,29.2780002191176,45.9565003676335,,23.41,28.96,,30.18,17.49
1999,Australia,,29.030058378331802,47.0748479524804,,23.17,30.15,,30.320000000000004,16.99
2000,Australia,,28.5819580918327,47.479589187234,,23.3,30.71,,30.7,16.869999999999997
2001,Australia,,28.878784007504,46.1516017444685,,23.53,29.33,,30.65,17.48
2002,Australia,,30.7257189018297,46.919588643245206,,24.67,30.16,,29.41,17.130000000000003
2003,Australia,,29.9630976240095,46.8494319570162,,24.16,30.29,,29.97,17.26
2004,Australia,,30.026840855387398,47.134183082769695,,24.46,30.66,,30.070000000000004,17.169999999999998
2005,Australia,,30.258930330645402,47.793195630296395,,24.48,31.19,,29.82,16.79
2006,Australia,,30.229529877057498,49.012596599304494,,24.32,32.56,,29.86,16.27
2007,Australia,,29.8884433211756,47.999596669475096,,24.24,31.51,,30.14,16.75
2008,Australia,,31.3911932264688,46.4037505251721,,24.98,29.770000000000003,,29.17,17.46
2009,Australia,,33.0188768471358,47.2468314793147,,26.5,31.19,,28.33,17.4
2010,Australia,,33.7209349504686,47.565083791964504,,26.88,31.37,,27.84,17.18
2011,Australia,,33.6080497332059,46.7760676156498,,27.08,30.59,,28.06,17.580000000000002
2012,Australia,,33.5503712263469,48.0103778039222,,26.86,31.82,,28.02,16.97
2013,Australia,,33.4710942741252,49.256498291560305,,26.540000000000003,32.93,,27.950000000000003,16.259999999999998
2014,Australia,,33.288827416378204,49.0376672114181,,26.48,32.71,,28.050000000000004,16.35
2015,Australia,,33.0911480091177,49.2815894823785,,26.12,32.879999999999995,,27.97,16.16
2016,Australia,,31.9313083840864,49.0765116020356,,25.32,32.5,,28.65,16.21
2017,Australia,,32.3943613182706,49.6575624804549,,25.92,33.56,,28.42,16.16
2018,Australia,,30.6332675643696,48.632459463262,,24.94,32.54,,29.54,16.59
2019,Australia,,30.6332675643696,,,24.94,,,29.54,
2004,Austria,32.6530013421229,29.692638533015703,44.2337674475539,29.020000000000003,27.29,34.14,29.48,31.34,21.85
2005,Austria,34.5902677837954,31.4723745959835,45.5517653137877,30.620000000000005,28.77,35.49,28.42,30.36,21.2
2006,Austria,36.7595203502956,33.514014102848,47.4334389755549,32.81,30.8,37.48,27.33,29.33,20.28
2007,Austria,35.0346173056673,31.8989798455219,45.611787844430104,30.61,28.77,35.3,28.000000000000004,29.97,21.03
2008,Austria,34.7729557705641,31.594939701417303,45.639882753754904,30.79,28.89,35.53,28.4,30.37,21.21
2009,Austria,33.5487475737338,30.3400439034668,44.8019286965796,28.98,27.16,34.239999999999995,28.8,30.82,21.41
2010,Austria,33.923172266426,30.7319322296213,45.210801321478996,29.69,27.84,34.72,28.68,30.680000000000003,21.19
2011,Austria,33.246546799802005,30.1399137990302,44.313153496666104,28.99,27.22,33.86,29.04,31.0,21.66
2012,Austria,31.473904736895804,28.4291813116875,42.545517811782005,27.04,25.4,31.89,29.79,31.74,22.43
2013,Austria,31.054740731214498,28.025265080089103,42.5356300708595,27.12,25.45,32.12,30.17,32.11,22.59
2014,Austria,32.4910737974479,29.2738175384617,44.3200626011486,28.87,27.0,34.08,29.630000000000003,31.65,21.75
2015,Austria,31.0729721063368,27.920486228165796,43.7138413274193,27.36,25.6,33.31,30.34,32.33,21.98
2016,Austria,33.0063172152416,29.7762105291402,44.3169203622509,29.05,27.18,34.17,29.34,31.36,21.81
1995,Azerbaijan,,,55.56126770419429,,,42.870000000000005,,,14.82
2002,Azerbaijan,,,47.868649871581695,,,38.05,,,20.200000000000003
2003,Azerbaijan,,,47.4610032640513,,,37.45,,,20.26
2004,Azerbaijan,,,47.6596543732132,,,38.34,,,20.53
1995,Bahrain,,,65.0637410955198,,,54.290000000000006,,,10.72
2005,Bahrain,,,64.1680670737593,,,52.71,,,10.79
2015,Bahrain,,,66.2817736568158,,,55.720000000000006,,,10.23
1983,Bangladesh,,,47.316961069381804,,,36.52,,,19.97
1985,Bangladesh,,,49.359936624193104,,,38.91,,,18.98
1988,Bangladesh,,,51.0473411364469,,,40.54,,,18.14
1991,Bangladesh,,,49.2511561387563,,,38.54,,,18.86
1995,Bangladesh,,,55.01095587317229,,,44.88,,,16.25
2000,Bangladesh,,,55.251209286284094,,,44.49,,,15.85
2005,Bangladesh,,,56.387658195338,,,45.48,,,15.160000000000002
2010,Bangladesh,,,54.630395565982305,,,43.63,,,16.06
2016,Bangladesh,,,52.983736602934094,,,42.39,,,17.09
1993,Belarus,,,38.858884696165,,,29.92,,,25.16
1995,Belarus,,,45.7926855643777,,,34.62,,,20.65
1999,Belarus,,,48.9556720603893,,,36.9,,,18.48
2000,Belarus,,,48.5838950378021,,,36.93,,,18.89
2001,Belarus,,,47.221051326110704,,,36.13,,,19.86
2002,Belarus,,,47.033129631050805,,,36.13,,,20.01
2003,Belarus,,,45.7327847486706,,,34.58,,,20.57
2004,Belarus,,,44.4350513820357,,,33.51,,,21.34
2005,Belarus,,,44.7478566553205,,,33.68,,,21.14
2006,Belarus,,,44.7579442316435,,,33.85,,,21.14
2007,Belarus,,,47.1973839921194,,,36.14,,,19.91
2008,Belarus,,,46.485811387576,,,35.410000000000004,,,20.17
2009,Belarus,,,45.6330868159966,,,35.04,,,20.9
2010,Belarus,,,45.383500316139106,,,34.47,,,20.8
2011,Belarus,,,47.9833349979721,,,36.48,,,19.27
2012,Belarus,,,45.879202409242495,,,35.06,,,20.69
2013,Belarus,,,42.6779394922521,,,32.86,,,22.75
2014,Belarus,,,43.8440563509234,,,33.89,,,22.1
2015,Belarus,,,42.278482844836404,,,32.11,,,22.78
2016,Belarus,,,42.544455886190505,,,32.56,,,22.770000000000003
2017,Belarus,,,43.258430745368095,,,32.99,,,22.29
2018,Belarus,,,42.8858293895987,,,32.93,,,22.65
1985,Belgium,35.1326519678547,32.228166177394904,42.9444232175597,25.540000000000003,24.25,31.2,26.37,28.33,21.67
1988,Belgium,37.0273968615287,34.0583934065653,45.0210872921049,27.51,26.1,33.37,25.230000000000004,27.22,20.68
1991,Belgium,36.8910209885156,34.101935531475306,44.1804891846862,26.27,25.040000000000003,32.379999999999995,25.21,27.08,21.1
1992,Belgium,37.4493672940724,34.5647741078963,44.0195205364585,26.63,25.35,32.01,24.78,26.72,21.09
1993,Belgium,37.544028711067,34.5570050389103,44.2370695856958,26.450000000000003,25.14,32.1,24.68,26.700000000000003,20.880000000000003
1994,Belgium,38.1198983066077,35.008460570501,44.5793976769425,27.06,25.67,32.97,24.51,26.590000000000003,20.94
1995,Belgium,37.3735785585806,34.2144450301566,44.4432690134511,26.85,25.42,32.47,24.9,27.02,20.78
1996,Belgium,37.6857440467409,34.3390342200844,44.8056778229913,27.0,25.49,32.75,24.68,26.93,20.55
1997,Belgium,37.3874964657459,34.098917886402205,44.7875099712698,27.39,25.86,32.85,24.98,27.17,20.49
1998,Belgium,38.683018504488,35.1922711058672,45.0675480030256,27.97,26.35,32.6,24.08,26.41,20.15
1999,Belgium,38.360983738327796,34.8309148813564,45.3395748947999,27.54,25.93,32.74,24.2,26.57,19.93
2000,Belgium,38.939208418010104,35.381337505002705,45.288182823458,27.71,26.090000000000003,32.6,23.7,26.1,20.0
2001,Belgium,38.052440243380694,34.509808352677,44.7294916253183,27.17,25.57,32.18,24.36,26.75,20.29
2002,Belgium,38.50713346272,34.7834752015726,44.2159948137244,27.64,25.93,31.57,24.14,26.640000000000004,20.49
2003,Belgium,38.1451078270087,34.3928476530592,44.4990501388636,26.790000000000003,25.14,31.540000000000003,24.12,26.66,20.14
2004,Belgium,38.559517914328204,34.607469614074496,44.8138749841313,28.09,26.24,32.21,24.16,26.8,20.08
2005,Belgium,38.266145796969,34.3742796510751,44.545901896067605,28.06,26.23,31.97,24.36,26.96,20.23
2006,Belgium,38.4809363169742,34.6010565830409,44.7877195434831,28.610000000000003,26.74,32.41,24.34,26.92,20.17
2007,Belgium,39.0137839115705,35.0989776565452,45.3514726756264,29.73,27.750000000000004,33.34,24.23,26.81,20.03
2008,Belgium,36.479607148488505,32.5896596931764,43.6668264044242,27.49,25.62,31.72,25.66,28.25,21.0
2009,Belgium,38.210994353120896,33.898353670366,43.2099400224339,28.35,26.28,30.94,24.53,27.4,21.09
2010,Belgium,37.327740142177,33.1050445759863,43.9620273422875,27.11,25.180000000000003,31.35,24.82,27.67,20.6
2011,Belgium,37.2035457471304,32.7997734086209,43.271231865145396,27.28,25.24,31.14,25.07,28.01,21.15
2012,Belgium,37.0335547181659,32.6657449185942,43.3781818469569,27.19,25.17,31.380000000000003,25.180000000000003,28.1,21.16
2013,Belgium,37.0417045657979,32.666687078656096,43.5845693348366,27.01,25.0,31.630000000000003,25.14,28.07,21.07
2014,Belgium,36.981815927858605,32.5880781517577,43.8037446439754,27.250000000000004,25.2,31.87,25.26,28.2,20.97
2015,Belgium,37.938150115329,33.5090401755376,43.8432164811568,27.73,25.66,31.83,24.62,27.58,20.96
2016,Belgium,37.880500455264,33.2688976409238,43.839470859785,27.79,25.629999999999995,32.12,24.75,27.82,21.12
2017,Belgium,37.4861906539662,32.8381239339746,43.628281546083706,27.27,25.130000000000003,31.83,24.88,27.99,21.15
2003,Benin,,,59.087098004570706,,,48.83,,,13.87
2011,Benin,,,62.5388542188162,,,51.9,,,11.9
2015,Benin,,,63.967244091023204,,,54.75,,,11.42
2003,Bhutan,,,61.049171463197304,,,49.19,,,12.25
2007,Bhutan,,,57.4575174887904,,,45.12,,,13.85
2012,Bhutan,,,57.849138393312,,,46.41,,,14.14
2017,Bhutan,,,54.890682504369806,,,42.14,,,15.04
1980,Bosnia and Herzegovina,32.392227683128496,30.2369358918485,38.9002817302986,24.92,23.93,27.93,27.69,29.17,23.23
1981,Bosnia and Herzegovina,32.391619947614494,30.226423076799403,38.9002470826016,24.92,23.92,27.93,27.69,29.18,23.23
1982,Bosnia and Herzegovina,32.393260672025896,30.2287988987899,38.9012065204835,24.92,23.92,27.93,27.69,29.18,23.22
1983,Bosnia and Herzegovina,32.3813167297079,30.2089855830813,38.8963336658495,24.91,23.91,27.92,27.69,29.19,23.23
1984,Bosnia and Herzegovina,33.2828920495187,31.039178872941196,40.1504684516245,25.65,24.6,28.92,27.16,28.7,22.49
1985,Bosnia and Herzegovina,32.9238374228618,30.6992161141604,39.596678749346296,25.22,24.19,28.31,27.3,28.83,22.74
1986,Bosnia and Herzegovina,33.0885100464989,30.843691536490596,40.095307728366706,24.65,23.66,27.94,26.94,28.5,22.12
1987,Bosnia and Herzegovina,33.5034169235524,31.232594690156702,40.4123816531305,25.47,24.43,28.8,26.9,28.46,22.23
1990,Bosnia and Herzegovina,32.048347994014996,29.889663073204197,38.8557487956013,24.16,23.21,27.36,27.66,29.160000000000004,23.01
2001,Bosnia and Herzegovina,44.9018030144993,41.559832458527204,46.4819295810411,31.27,29.68,32.59,19.84,22.09,18.9
2004,Bosnia and Herzegovina,44.8017039319767,41.3195246359192,48.461252698073096,31.8,30.11,34.31,19.98,22.32,17.83
2007,Bosnia and Herzegovina,44.6135254876142,41.0696143117013,48.084991386015304,31.480000000000004,29.770000000000003,33.86,20.04,22.42,17.97
2011,Bosnia and Herzegovina,44.560022337087105,40.7571396714405,48.7479589260584,31.85,29.99,34.8,20.26,22.8,17.79
2015,Bosnia and Herzegovina,44.3762685482033,40.7417537204428,48.305522736948696,31.83,30.04,34.69,20.41,22.84,18.22
1985,Botswana,,,70.4636971362298,,,60.7,,,7.93
1993,Botswana,,,77.03258292948189,,,69.38,,,6.15
2002,Botswana,,,78.1372748396535,,,69.58,,,4.88
2009,Botswana,,,75.8245254340721,,,67.33,,,6.12
2015,Botswana,,,70.0338383995962,,,59.260000000000005,,,8.12
2002,Brazil,,67.78354909882131,69.8363969727814,,59.66,60.48,,10.04,8.75
2003,Brazil,,68.0171380578677,70.0930979132034,,60.07,60.940000000000005,,10.06,8.75
2004,Brazil,,67.3035728387449,69.57799653118009,,59.3,60.21,,10.47,8.97
2005,Brazil,,66.7577052263993,69.4742419118252,,59.25,60.61,,10.9,9.2
2006,Brazil,,65.7100530641893,69.23424515372389,,58.34,60.23,,11.66,9.41
2007,Brazil,,64.1466746773474,67.89608392440411,,56.59,58.650000000000006,,12.48,10.09
2008,Brazil,,64.4992292901302,67.9478423163849,,57.52,59.09,,12.47,10.17
2009,Brazil,,63.7324844174583,67.6530183375449,,56.71000000000001,58.7,,12.83,10.31
2010,Brazil,,64.2021232025733,68.10595488906121,,57.6,59.48,,12.79,10.23
2011,Brazil,,64.6717637776637,68.5495783220847,,58.49,60.25,,12.75,10.15
2012,Brazil,,63.758260976028005,67.8223949121984,,57.41,59.38,,13.26,10.56
2013,Brazil,,62.7517077746324,67.0929094389708,,56.15,58.39,,13.59,10.76
2014,Brazil,,62.548634142676995,67.3175652814852,,56.16,58.7,,13.76,10.67
2015,Brazil,,63.261133653800904,68.16610000264261,,57.35,59.88,,13.47,10.27
2016,Brazil,,63.0126062540726,68.4539124598396,,56.05,58.93000000000001,,13.28,9.73
2017,Brazil,,62.7511259512906,68.209295545384,,55.47,58.43000000000001,,13.21,9.74
2018,Brazil,,62.716851518311,68.089873903608,,55.27,58.07,,13.25,9.77
2019,Brazil,,61.528348011036705,67.2211377477654,,53.93,57.07,,13.79,10.14
2005,Brunei,,,48.3091419656557,,,36.4,,,18.6
2011,Brunei,,,46.291617276036604,,,35.42,,,20.07
2016,Brunei,,,47.7724644783084,,,36.8,,,19.14
1980,Bulgaria,27.539628433977597,25.6323807162008,33.2959274018499,20.09,19.39,21.38,30.56,31.91,26.66
1981,Bulgaria,27.177848914303997,25.295696752743304,32.9028498028172,20.31,19.6,21.63,31.02,32.34,27.18
1982,Bulgaria,29.436764841525896,27.3982376289713,35.4440456077768,22.99,22.09,24.66,29.880000000000003,31.28,25.82
1983,Bulgaria,29.429339916598003,27.391223135507698,34.4398664963565,22.97,22.08,24.39,30.25,31.62,26.88
1984,Bulgaria,28.354630897202597,26.390971023640603,34.366461673443396,22.29,21.44,23.89,30.59,31.93,26.53
1985,Bulgaria,27.017128092131998,25.1460868795981,33.1835697226956,20.9,20.14,22.37,31.21,32.51,27.03
1986,Bulgaria,24.159000946649,22.4858651264347,32.050341217094804,19.31,18.67,20.93,32.66,33.86,27.52
1987,Bulgaria,22.8264873797131,21.2456169848027,29.692613076236203,17.06,16.57,18.12,33.08,34.25,28.52
1988,Bulgaria,23.9613213212274,22.301874645579,29.483189274051202,16.73,16.259999999999998,17.52,32.190000000000005,33.42,28.410000000000004
1989,Bulgaria,26.637965682868696,24.7931757041436,32.8985564400127,21.24,20.47,22.75,31.67,32.940000000000005,27.51
1990,Bulgaria,29.7017723455858,27.644786777132,35.9969210733148,23.59,22.65,25.56,30.05,31.430000000000003,25.98
1991,Bulgaria,34.2599521703748,31.9137820760236,39.9626745994865,26.73,25.58,29.13,27.27,28.82,23.67
1992,Bulgaria,37.4158651269482,34.8780949341297,43.7962805779183,29.44,28.13,32.56,25.44,27.1,21.45
1993,Bulgaria,40.5181753527884,37.796908819642496,45.197731872070804,31.12,29.7,33.629999999999995,23.54,25.32,20.62
1994,Bulgaria,44.399044583220295,41.4455201647584,49.7425814467046,35.370000000000005,33.69,38.95,21.76,23.64,18.55
1995,Bulgaria,45.7974168379792,42.7819749897708,51.276198246021195,36.9,35.13,40.52,21.09,22.99,17.78
1996,Bulgaria,43.2188515515481,40.378182326039905,49.6559117752266,34.599999999999994,32.98,38.87,22.44,24.25,18.56
1997,Bulgaria,42.4566056788322,39.6723207031933,49.2374323871136,33.56,32.01,38.01,22.63,24.43,18.58
1998,Bulgaria,40.909158279597,38.25282477084,47.4029975712419,31.840000000000003,30.42,36.120000000000005,23.42,25.15,19.53
1999,Bulgaria,39.8769924850559,37.2688982124202,46.996147498785504,30.96,29.59,36.1,23.97,25.67,19.81
2000,Bulgaria,40.036292854717495,37.587991840046804,46.1311006126268,30.42,29.17,35.02,23.62,25.24,20.19
2001,Bulgaria,41.8440239674432,39.0682922301522,47.2303948750618,32.18,30.71,36.22,22.72,24.53,19.68
2006,Bulgaria,45.7923965195913,42.6696263913765,48.512828895613005,33.32,31.730000000000004,35.63,19.91,21.96,18.35
2009,Bulgaria,43.055334379690905,40.407552464178295,47.017883646793,32.79,31.39,35.46,21.91,23.64,19.69
